id,code,name,plan_id/id,parent_id/id,sequence
"dept_02140","02140",ภาควิชาศิลปกรรม,analytic_plan_departments,dept_02,
"dept_02160","02160",ศูนย์บูรณาการเทคโนโลยีเพื่อการแก้ไขปัญหาประเทศ,analytic_plan_departments,dept_02,
"dept_02180","02180",ศูนย์วิจัยและออกแบบงานสร้างสรรค์,analytic_plan_departments,dept_02,
"dept_02200","02200",สํานักงานบริหารหลักสูตรสถาปัตยกรรมสหวิทยาการนานาชาติ,analytic_plan_departments,dept_02,
"dept_03","03",คณะครุศาสตร์อุตสาหกรรมและเทคโนโลยี,analytic_plan_departments,,
"dept_03020","03020",ภาควิชาครุศาสตร์อุตสาหกรรม,analytic_plan_departments,dept_03,
"dept_03040","03040",ภาควิชาครุศาสตร์เกษตร,analytic_plan_departments,dept_03,
"dept_03050","03050",ภาควิชาครุศาสตร์วิศวกรรม,analytic_plan_departments,dept_03,
"dept_03070","03070",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_03,
"dept_03130","03130",ศูนย์นวัตกรรมและเทคโนโลยีทางการศึกษา,analytic_plan_departments,dept_03,
"dept_03140","03140",ภาควิชาครุศาสตร์สถาปัตยกรรมและการออกแบบ,analytic_plan_departments,dept_03,
"dept_03150","03150",สํานักงานนานาชาติครุศาสตร์อุตสาหกรรมและเทคโนโลยี,analytic_plan_departments,dept_03,
"dept_05","05",คณะวิทยาศาสตร์,analytic_plan_departments,,
"dept_05100","05100",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_05,
"dept_05170","05170",ศูนย์เครื่องมือวิทยาศาสตร์,analytic_plan_departments,dept_05,
"dept_05180","05180",ภาควิชาฟิ สิกส์,analytic_plan_departments,dept_05,
"dept_05190","05190",ภาควิชาคณิตศาสตร์,analytic_plan_departments,dept_05,
"dept_05200","05200",ภาควิชาวิทยาการคอมพิวเตอร์,analytic_plan_departments,dept_05,
"dept_05210","05210",ภาควิชาสถิติ,analytic_plan_departments,dept_05,
"dept_05220","05220",ภาควิชาชีววิทยา,analytic_plan_departments,dept_05,
"dept_05230","05230",ภาควิชาเคมี,analytic_plan_departments,dept_05,
"dept_05240","05240",ศูนย์วิเคราะห์ข้อมูลดิจิทัลอัจฉริยะพระจอมเกล้าลาดกระบัง,analytic_plan_departments,dept_05,
"dept_04","04",คณะเทคโนโลยีการเกษตร,analytic_plan_departments,,
"dept_04040","04040",ภาควิชาเทคโนโลยีการผลิตพืช,analytic_plan_departments,dept_04,
"dept_04110","04110",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_04,
"dept_04150","04150",ศูนย์วิจัยร่วมภาครัฐและเอกชน,analytic_plan_departments,dept_04,
"dept_04160","04160",ภาควิชาเทคโนโลยีการผลิตสัตว์และประมง,analytic_plan_departments,dept_04,
"dept_04170","04170",ภาควิชานวัตกรรมการสื่อสารและพัฒนาการเกษตร,analytic_plan_departments,dept_04,
"dept_04180","04180",สํานักงานบริหารหลักสูตรสหวิทยาการเทคโนโลยีการเกษตร,analytic_plan_departments,dept_04,
"dept_06","06",คณะเทคโนโลยีสารสนเทศ,analytic_plan_departments,,
"dept_06030","06030",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_06,
"dept_06040","06040",สาขาวิชาเทคโนโลยีสารสนเทศ,analytic_plan_departments,dept_06,
"dept_06050","06050",ศูนย์ความเป็นเลิศทางเทคโนโลยีเชิงลึก,analytic_plan_departments,dept_06,
"dept_17","17",คณะอุตสาหกรรมอาหาร,analytic_plan_departments,,
"dept_17030","17030",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_17,
"dept_17040","17040",สาขาวิชาอุตสาหกรรมเกษตร,analytic_plan_departments,dept_17,
"dept_17050","17050",สาขาวิชาเทคโนโลยีการหมัก,analytic_plan_departments,dept_17,
"dept_17060","17060",สาขาวิชาวิศวกรรมแปรรูปอาหาร,analytic_plan_departments,dept_17,
"dept_17070","17070",ศูนย์วิจัยและพัฒนาทางอุตสาหกรรมอาหาร,analytic_plan_departments,dept_17,
"dept_17080","17080",ศูนย์ห้องปฏิบัติการกลาง,analytic_plan_departments,dept_17,
"dept_08","08",สํานักทะเบียนและบริการการศึกษา,analytic_plan_departments,,
"dept_09","09",สํานักบริหารข้อมูลดิจิทัลพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,analytic_plan_departments,,
"dept_10","10",สํานักการเรียนรู้ตลอดชีวิตพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,analytic_plan_departments,,
"dept_11","11",วิทยาเขตชุมพรเขตรอุดมศักดิ์,analytic_plan_departments,,
"dept_11080","11080",ส่วนบริหารงานทั่วไป,analytic_plan_departments,dept_11,
"dept_11090","11090",ส่วนวิทยบริการ,analytic_plan_departments,dept_11,
"dept_11100","11100",ส่วนบริหารธุรกิจ,analytic_plan_departments,dept_11,
"dept_11140","11140",ภาควิชาพื้นฐานทั่วไป,analytic_plan_departments,dept_11,
"dept_11150","11150",ภาควิชาวิศวกรรมศาสตร์,analytic_plan_departments,dept_11,
"dept_11160","11160",ภาควิชาเทคโนโลยีการเกษตร,analytic_plan_departments,dept_11,
"dept_89","89",สํานักงานอธิการบดี,analytic_plan_departments,,
"dept_89300","89300",งบกลางสํานักงานอธิการบดี,analytic_plan_departments,dept_89,
"dept_89310","89310",สํานักงานบริหารวิชาการและคุณภาพการศึกษา,analytic_plan_departments,dept_89,
"dept_89320","89320",สํานักงานกิจการต่างประเทศ,analytic_plan_departments,dept_89,
"dept_89330","89330",สํานักงานกิจการนักศึกษาและศิษย์เก่าสัมพันธ์,analytic_plan_departments,dept_89,
"dept_89340","89340",สํานักงานบริหารยุทธศาสตร์,analytic_plan_departments,dept_89,
"dept_89350","89350",สํานักงานนิติการ,analytic_plan_departments,dept_89,
"dept_89360","89360",สํานักงานบริหารงานทั่วไปและกิจการพิเศษ,analytic_plan_departments,dept_89,
"dept_89370","89370",สํานักงานบริหารทรัพยากรบุคคล,analytic_plan_departments,dept_89,
"dept_89380","89380",สํานักงานคลัง,analytic_plan_departments,dept_89,
"dept_89390","89390",สํานักงานบริหารทรัพยากรกายภาพและสิ่งแวดล้อม,analytic_plan_departments,dept_89,
"dept_89400","89400",สํานักงานพัสดุ,analytic_plan_departments,dept_89,
"dept_89410","89410",สํานักงานบริหารทรัพย์สิน,analytic_plan_departments,dept_89,
"dept_89401","89401",การจัดหาประโยชน์จากที่ราชพัสดุ,analytic_plan_departments,dept_89,
"dept_89402","89402",สระว่ายนํ้าและศูนย์กีฬา,analytic_plan_departments,dept_89,
"dept_89403","89403",อาคารพักอาศัย (คอนโด),analytic_plan_departments,dept_89,
"dept_89404","89404",หอพักนักศึกษา,analytic_plan_departments,dept_89,
"dept_89405","89405",หอประชุมเจ้าพระยาสุรวงษ์ไวยวัฒน์,analytic_plan_departments,dept_89,
"dept_89406","89406",อาคารนวัตกรรมเฉลิมพระเกียรติและหอพระราชประวัติฯ (รัชกาลที่ 4),analytic_plan_departments,dept_89,
"dept_89407","89407",โรงพิมพ์,analytic_plan_departments,dept_89,
"dept_89408","89408",อาคารบ้านพักอาศัย(แฟลต)/ บ้านพัก,analytic_plan_departments,dept_89,
"dept_89420","89420",โรงเรียนสาธิตนานาชาติ สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,analytic_plan_departments,dept_89,
"dept_89430","89430",สถาบันโคเซ็นแห่งสถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง (KOSEN-KMITL),analytic_plan_departments,dept_89,
"dept_89440","89440",สํานักงานบริหารวารสารวิชาการ,analytic_plan_departments,dept_89,
"dept_89450","89450",สํานักงานสื่อสารองค์กร,analytic_plan_departments,dept_89,
"dept_99","99",สํานักบริหารงานวิจัยและนวัตกรรมพระจอมเกล้าลาดกระบัง,analytic_plan_departments,,
"dept_99040","99040",งานบริการวิชาการ,analytic_plan_departments,dept_99,
"dept_99060","99060",งานบริหารงานวิจัย,analytic_plan_departments,dept_99,
"dept_99070","99070",งานจัดการทรัพย์สินทางปัญญา,analytic_plan_departments,dept_99,
"dept_99080","99080",งานส่งเสริมและสนับสนุนนโยบายภาครัฐและเอกชนเชิงรุก,analytic_plan_departments,dept_99,
"dept_31","31",วิทยาลัยเทคโนโลยีและนวัตกรรมวัสดุ,analytic_plan_departments,,
"dept_31020","31020",ศูนย์วิจัยและห้องปฏิบัติการร่วมภาครัฐ,analytic_plan_departments,dept_31,
"dept_31030","31030",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_31,
"dept_31040","31040",ศูนย์วิจัยนาโนเทคโนโลยีเพื่อการเกษตร,analytic_plan_departments,dept_31,
"dept_31050","31050",ภาควิชานาโนวิทยาและนาโนเทคโนโลยี,analytic_plan_departments,dept_31,
"dept_32","32",วิทยาลัยนวัตกรรมการผลิตขั้นสูง,analytic_plan_departments,,
"dept_32020","32020",ศูนย์วิจัยร่วมภาครัฐและเอกชน,analytic_plan_departments,dept_32,
"dept_32030","32030",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_32,
"dept_32040","32040",ภาควิชาเทคโนโลยีระบบการผลิต,analytic_plan_departments,dept_32,
"dept_33","33",สํานักงานสภาสถาบัน,analytic_plan_departments,,
"dept_33030","33030",งานบริหารงานทั่วไป,analytic_plan_departments,dept_33,
"dept_33040","33040",งานประชุม สรรหาและแต่งตั้ง,analytic_plan_departments,dept_33,
"dept_33050","33050",งานวิเคราะห์ ติดตามนโยบายและประเมินผล,analytic_plan_departments,dept_33,
"dept_33060","33060",งานตรวจสอบ,analytic_plan_departments,dept_33,
"dept_36","36",คณะบริหารธุรกิจ,analytic_plan_departments,,
"dept_36010","36010",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_36,
"dept_36060","36060",ศูนย์บริการวิชาการด้านการบริหารธุรกิจและการจัดการ,analytic_plan_departments,dept_36,
"dept_36090","36090",สาขาวิชาบริหารธุรกิจและเศรษฐศาสตร,analytic_plan_departments,dept_36,
"dept_37","37",สํานักวิชาศึกษาทั่วไป,analytic_plan_departments,,
"dept_38","38",คณะแพทยศาสตร์,analytic_plan_departments,,
"dept_38010","38010",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_38,
"dept_38020","38020",สาขาวิชาแพทยศาสตร์,analytic_plan_departments,dept_38,
"dept_38030","38030",ศูนย์บริการทางการแพทย์,analytic_plan_departments,dept_38,
"dept_38040","38040",ศูนย์วิจัยและนวัตกรรมแพทยศาสตร์ สจล.,analytic_plan_departments,dept_38,
"dept_39","39",วิทยาลัยการจัดการนวัตกรรมและอุตสาหกรรม,analytic_plan_departments,,
"dept_39010","39010",สํานักงานวิทยาลัยวิจัยนวัตกรรมทางการศึกษา,analytic_plan_departments,dept_39,
"dept_39020","39020",ภาควิชาการศึกษาขั้นพื้นฐาน,analytic_plan_departments,dept_39,
"dept_39030","39030",ภาควิชาวิจัยและพัฒนานวัตกรรม,analytic_plan_departments,dept_39,
"dept_39050","39050",ศูนย์วิจัยนวัตกรรมทางการศึกษา,analytic_plan_departments,dept_39,
"dept_40","40",วิทยาลัยอุตสาหกรรมการบินนานาชาติ,analytic_plan_departments,,
"dept_40010","40010",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_40,
"dept_40020","40020",ภาควิชาวิศวกรรมการบิน,analytic_plan_departments,dept_40,
"dept_40030","40030",ภาควิชานวัตกรรมการจัดการอุตสาหกรรมการบินและการบริการ,analytic_plan_departments,dept_40,
"dept_40040","40040",ศูนย์นวัตกรรมการบินและบริการ,analytic_plan_departments,dept_40,
"dept_41","41",คณะศิลปศาสตร์,analytic_plan_departments,,
"dept_41010","41010",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_41,
"dept_41020","41020",ภาควิชาภาษา,analytic_plan_departments,dept_41,
"dept_41030","41030",ภาควิชามนุษยศาสตร์และสังคมศาสตร์,analytic_plan_departments,dept_41,
"dept_41040","41040",ศูนย์ภาษาพระจอมเกล้าลาดกระบัง,analytic_plan_departments,dept_41,
"dept_42","42",วิทยาลัยวิศวกรรมสังคีต,analytic_plan_departments,,
"dept_42010","42010",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_42,
"dept_42020","42020",สาขาวิชาวิศวกรรมดนตรีและสื่อประสม,analytic_plan_departments,dept_42,
"dept_42030","42030",สาขาวิชาวิศวกรรมเสียงและการออกแบบ,analytic_plan_departments,dept_42,
"dept_42040","42040",ศูนย์วิจัยและพัฒนานวัตกรรม,analytic_plan_departments,dept_42,
"dept_43","43",สํานักวิจัยนวัตกรรมเมืองอัจฉริยะ,analytic_plan_departments,,
"dept_44","44",โรงพยาบาลพระจอมเกล้าเจ้าคุณทหาร,analytic_plan_departments,,
"dept_44010","44010",ฝ่ายบริหาร,analytic_plan_departments,dept_44,
"dept_44020","44020",ฝ่ายบริการทางการแพทย์,analytic_plan_departments,dept_44,
"dept_44030","44030",ฝ่ายวิจัยและนวัตกรรม,analytic_plan_departments,dept_44,
"dept_45","45",คณะทันตแพทยศาสตร์,analytic_plan_departments,,
"dept_45010","45010",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_45,
"dept_45020","45020",สาขาวิชาทันตแพทย์ศาสตร์,analytic_plan_departments,dept_45,
"dept_45030","45030",ศูนย์วิจัยและนวัตกรรมทางทันตแพทย์,analytic_plan_departments,dept_45,
"dept_45040","45040",ศูนย์บริการทางทันตกรรม,analytic_plan_departments,dept_45,
"dept_46","46",42 บางกอก,analytic_plan_departments,,
"dept_47","47",คณะพยาบาลศาสตร์,analytic_plan_departments,,
"dept_47010","47010",ส่วนสนับสนุนวิชาการ,analytic_plan_departments,dept_47,
"dept_47020","47020",สาขาพยาบาลศาสตร์,analytic_plan_departments,dept_47,
